"Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"19850724TXHIH","2",1985-07-24,"Summer","Highland Park High School Highland Park TX","Highland Park High School","Highland Park","TX","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-96.8073889,32.8474141
"19850416TXMAA","1",1985-04-16,"Spring","MacArthur Senior High School Aldine TX","MacArthur Senior High School","Aldine","TX","High","Parking Lot","Outside on School Property","Yes","Dismissal","Officer-Involved Shooting","No","No","No","No","1",-95.3286994,29.9007756
"19850205CTAIH","2",1985-02-05,"Winter","A I Prince Technical High School Hartford CT","A I Prince Technical High School","Hartford","CT","High","Beside Building","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","1",-72.7066574,41.7414703
"19850126MASTB","2",1985-01-26,"Winter","St. Gregory's High School Boston MA","St. Gregory's High School","Boston","MA","High","Beside Building","Outside on School Property","No","School Event","Racial","No","No","No","No","2",-71.0691835,42.3627286
"19850121KSGOG","2",1985-01-21,"Winter","Goddard Junior High School Goddard KS","Goddard Junior High School","Goddard","KS","Junior High","Hallway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","Yes","No","No","Yes",NA,-97.5769722,37.6545214
"19841207MOEDS","2",1984-12-07,"Winter","Edwardsville High School St. Louis MO","Edwardsville High School","St. Louis","MO","High","Hallway","Inside School Building","Yes","Before School","Psychosis","No","No","No","No","4",-89.953157,38.8114364
"19841126MDMIR","2",1984-11-26,"Fall","Millford Mill High School Rockdale MD","Millford Mill High School","Rockdale","MD","High","Outside on School Property","Outside on School Property","Yes","Lunch","Illegal Activity","No","No","No","No","1",-76.7699739,39.3478838
"19841109CTWIN","2",1984-11-09,"Fall","Wilbur Cross High School New Haven CT","Wilbur Cross High School","New Haven","CT","High","Hallway","Inside School Building","Yes","School Start","Escalation of Dispute","No","No","No","No","1",-72.9076071,41.3239572
"19841031LAEAG","3",1984-10-31,"Fall","East Ascension High School Gonzales LA","East Ascension High School","Gonzales","LA","High","Outside on School Property","Outside on School Property","Yes","Before School","Escalation of Dispute","No","No","No","No","1",-90.9150301,30.2282633
"19841030SCPEP","2",1984-10-30,"Fall","Pendleton High School Pendleton SC","Pendleton High School","Pendleton","SC","High","Hallway","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No","3",-82.7839597,34.6123586
"19841024OHWEC","2",1984-10-24,"Fall","West Elementary School Bus Celina OH","West Elementary School Bus","Celina","OH","Elementary","School Bus","School Bus","No","Before School","Domestic w/ Targeted Victim","No","Yes","No","No","1",-84.5883938,40.5466575
"19841022MICED","3",1984-10-22,"Fall","Central High School Detroit MI","Central High School","Detroit","MI","High","Hallway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","2",-83.1117827,42.3835891
"19841021PAWYE","2",1984-10-21,"Fall","Wyoming Area High School Exeter PA","Wyoming Area High School","Exeter","PA","High","Field (General)","Outside on School Property","No","Sport Event","Unknown","No","No","No","No","1",-75.8112729,41.3223621
"19840928TXRIN","2",1984-09-28,"Fall","Richland High School North Richland Hills TX","Richland High School","North Richland Hills","TX","High","Classroom","Inside School Building","Yes",NA,"Indiscriminate Shooting",NA,"No","No","Yes","30",-97.2301196,32.8423902
"19840928TXMIH","2",1984-09-28,"Fall","Millsap Elementary School Houston TX","Millsap Elementary School","Houston","TX","Elementary","Front of School","Outside on School Property","Yes","Before School","Indiscriminate Shooting","No","No","No",NA,"1",-95.6299412,29.9545572
"19840518CANON","2",1984-05-18,"Spring","Norco High School Norco CA","Norco High School","Norco","CA","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","2",-117.5466912,33.9118324
"19840517TXBOH","2",1984-05-17,"Spring","Booker T. Washington High School Houston TX","Booker T. Washington High School","Houston","TX","High","Classroom","Inside School Building","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No","3",-95.3977003,29.8225989
"19840517IASOP","2",1984-05-17,"Spring","Southeast Polk High School Pleasant Hill IA","Southeast Polk High School","Pleasant Hill","IA","High","Classroom","Inside School Building","Yes","Morning Classes","Murder/Suicide","No","No","No",NA,"4",-93.4459247,41.5982043
"19840405LACLC","2",1984-04-05,"Spring","Clinton High School Clinton LA","Clinton High School","Clinton","LA","High","Auditorium","Inside School Building","Yes",NA,"Escalation of Dispute",NA,"No","No","No","<10",-91.0137102,30.862675
"19840224CA49L","3",1984-02-24,"Winter","49th Street Elementary School Los Angeles CA","49th Street Elementary School","Los Angeles","CA","Elementary","Playground","Off School Property","Yes","After School","Psychosis","No","No","No","Yes",">50",-118.2617955,33.9985521
"19840221TXSHH","2",1984-02-21,"Winter","Sharpstown High School Houston TX","Sharpstown High School","Houston","TX","High","Classroom","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","4",-95.5168598,29.6833032
"19840206KYCEL","2",1984-02-06,"Winter","Central High School Louisville KY","Central High School","Louisville","KY","High","Outside on School Property","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","2",-85.7707066,38.2502019
"19840105MDLAB","2",1984-01-05,"Winter","Lake Clifton Senior HIgh School Baltimore MD","Lake Clifton Senior HIgh School","Baltimore","MD","High","Parking Lot","Outside on School Property","No","After School","Escalation of Dispute","No","No","No","No","1",-76.5896443,39.3163674
"19831216ILBOR","2",1983-12-16,"Winter","Boylan Central Catholic High School Rockford IL","Boylan Central Catholic High School","Rockford","IL","High","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","Yes","1",-89.081833,42.3203705
"19831202INCRC","2",1983-12-02,"Winter","Crawfordsville High School Crawfordsville IN","Crawfordsville High School","Crawfordsville","IN","High","Cafeteria","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No","3",-86.9074441,40.0209269
"19831118MDHAB","2",1983-11-18,"Fall","Harlem Park Junior High School Baltimore MD","Harlem Park Junior High School","Baltimore","MD","Junior High","Hallway","Inside School Building","Yes","Afternoon Classes","Illegal Activity","No","No","No","No","1",-76.6398272,39.2972489
"19831108MIHIH","2",1983-11-08,"Fall","Highland Park High School Highland Park MI","Highland Park High School","Highland Park","MI","High","Inside School Building","Inside School Building","Yes","Before School","Escalation of Dispute",NA,"No","No","No",NA,-87.8013556,42.1926682
"19831022MDCAB","2",1983-10-22,"Fall","Carver Vocational-Technical Senior High Baltimore MD","Carver Vocational-Technical Senior High","Baltimore","MD","High","Beside Building","Outside on School Property","No","School Event","Illegal Activity","No","No","No","No","1",-76.6526347,39.3044007
"19830930TXTET","2",1983-09-30,"Fall","Temple High School Temple TX","Temple High School","Temple","TX","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-97.3535861,31.1062637
"19830912MIHED","2",1983-09-12,"Fall","Henry Ford High School Detroit MI","Henry Ford High School","Detroit","MI","High","Beside Building","Outside on School Property","Yes","School Start","Escalation of Dispute","No","No","No","No","1",-83.2376357,42.4396448
"19830523OHMAM","2",1983-05-23,"Spring","Mansfield Senior High School Mansfield OH","Mansfield Senior High School","Mansfield","OH","High","Beside Building","Outside on School Property","Yes","Before School","Escalation of Dispute","No","No","No","No","3",-82.5437787,40.7623966
"19830518FLNOM","2",1983-05-18,"Spring","North Miami Senior High School Miami FL","North Miami Senior High School","Miami","FL","High","Hallway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","1",-80.184148,25.8969252
"19830516TXLAD","2",1983-05-16,"Spring","Lake Highland High School Dallas TX","Lake Highland High School","Dallas","TX","High","Cafeteria","Inside School Building","No","After School","Illegal Activity","No","No","No","No","1",-96.7172907,32.8874362
"19830516NYBRN","2",1983-05-16,"Spring","Brentwood High School New York NY","Brentwood High School","New York","NY","High","Classroom","Inside School Building","Yes","Lunch","Hostage/Standoff","No","No","No","Yes",NA,-74.0059728,40.7127753
"19830421MOBES","2",1983-04-21,"Spring","Beaumont High School St. Louis MO","Beaumont High School","St. Louis","MO","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-90.2219602,38.6625317
"19830331ILSAC","2",1983-03-31,"Spring","Santa Maria InCornata-Santa Lucia School Chicago IL","Santa Maria InCornata-Santa Lucia School","Chicago","IL","Other","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","2",-87.6327591,41.8390782
"19830130TXWEC","2",1983-01-30,"Winter","West Ward School Coleman TX","West Ward School","Coleman","TX","High","Basketball Court",NA,"No","Not a School Day","Escalation of Dispute","No","No","No",NA,"<10",-99.9018131,31.9685988
"19830120MOPAB","2",1983-01-20,"Winter","Parkway South Middle School Baldwin MO","Parkway South Middle School","Baldwin","MO","Middle","Inside School Building","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","No",">10",-90.5072515,38.6100135
"19830118TXJOH","3",1983-01-18,"Winter","John H. Reagan High School Houston TX","John H. Reagan High School","Houston","TX","High","Office","Inside School Building","Yes","Morning Classes","Murder/Suicide","No","Yes","No","No","4",-95.3930864,29.7954163
"19821220MIFID","3",1982-12-20,"Winter","Finney High School Detroit MI","Finney High School","Detroit","MI","High","Hallway","Inside School Building","Yes","School Start","Illegal Activity","No","No","No","No","1",-82.9534325,42.390245
"19821112MSWIJ","2",1982-11-12,"Fall","Wingfield High School Jackson MS","Wingfield High School","Jackson","MS","High","Classroom","Inside School Building","Yes","Afternoon Classes","Murder/Suicide","No","Yes","No","No","3",-90.2417644,32.2803997
"19821101NYELE","2",1982-11-01,"Fall","Elmont Memorial High School Elmont NY","Elmont Memorial High School","Elmont","NY","High","Inside School Building","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","1",-73.7190171,40.6970651
"19820910VALAB","2",1982-09-10,"Fall","Lake Braddock Secondary School Burke VA","Lake Braddock Secondary School","Burke","VA","Other","Inside School Building","Inside School Building","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","No","No","No",NA,-77.2660243,38.8032823
"19820527NVGAL","2",1982-05-27,"Spring","Garside Junior High School Las Vegas NV","Garside Junior High School","Las Vegas","NV","Junior High","Beside Building","Outside on School Property","Yes","Dismissal","Drive-by Shooting",NA,NA,"No",NA,"3",-115.2341179,36.1697817
"19820430FLANA","2",1982-04-30,"Spring","Anniston High School Anniston FL","Anniston High School","Anniston","FL","High","Parking Lot","Outside on School Property","Yes","Before School","Escalation of Dispute","No","No","No","No","1",-85.8201258,33.6609605
"19820415MDFOB","2",1982-04-15,"Spring","Forest Park Senior High School Baltimore MD","Forest Park Senior High School","Baltimore","MD","High","Hallway","Inside School Building","Yes","After School","Illegal Activity","No","No","No","No","1",-76.6894252,39.3325577
"19820407CODEL","3",1982-04-07,"Spring","Deer Creek Junior High School Littleton CO","Deer Creek Junior High School","Littleton","CO","High","Field (General)","Outside on School Property","No","Lunch","Psychosis","No","No","No","No","1",-105.1019619,39.5867127
"19820319NVVAL","4",1982-03-19,"Spring","Valley High School Las Vegas NV","Valley High School","Las Vegas","NV","High","Classroom","Inside School Building","Yes","Morning Classes","Psychosis","No","No","No","No","3",-115.1207949,36.1373392
"19820209LAJON","2",1982-02-09,"Winter","John McDonough Senior High New Orleans LA","John McDonough Senior High","New Orleans","LA","High","Hallway","Inside School Building","Yes","Lunch","Escalation of Dispute",NA,NA,"No","No","2",-90.0823936,29.9979049
"19820205TNHAM","2",1982-02-05,"Winter","Hamilton High School Memphis TN","Hamilton High School","Memphis","TN","High","Gym","Inside School Building","No","Sport Event","Illegal Activity","No","No","No","No","1",-90.0167743,35.0999995
"19811223NYJAB","2",1981-12-23,"Winter","James Madison High School Brooklyn NY","James Madison High School","Brooklyn","NY","High","Hallway","Inside School Building","Yes","Morning Classes","Illegal Activity","No","No","No","No","6",-73.9476865,40.6104633
"19811216TXUNH","2",1981-12-16,"Winter","Unnamed school Houston TX","Unnamed school","Houston","TX","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","6",-95.3698028,29.7604267
"19811209NYGEB","2",1981-12-09,"Winter","George W. Wingate High School Brooklyn NY","George W. Wingate High School","Brooklyn","NY","High","Outside on School Property","Outside on School Property",NA,NA,"Illegal Activity","No","No","No","No","<10",-73.9430868,40.659109
"19811013CTHAH","3",1981-10-13,"Fall","Hartford Public High School Hartford CT","Hartford Public High School","Hartford","CT","High","Inside School Building","Inside School Building","Yes","Morning Classes","Escalation of Dispute",NA,NA,"No","No","<10",-72.7007889,41.7645599
